campaignTitle,title_word_ct,title_word_match,title_word_score,blurb_word_ct,blurb_word_match,blurb_word_score
"French slow piano concert in Burlington, VT",6.00E+00,3.00E+00,6.00E+00,2.10E+01,1.10E+01,3.13E+03
Hobo Coins,8.00E+00,3.00E+00,6.00E+00,2.80E+01,9.00E+00,2.11E+02
Miles & Years Album Fundraiser,3.00E+00,1.00E+00,9.00E+00,2.10E+01,9.00E+00,7.40E+02
LYCAN COMIC #1,6.00E+00,2.00E+00,5.30E+01,1.00E+01,5.00E+00,3.73E+02
Apparel for Humanity,4.00E+00,1.00E+00,1.30E+01,1.80E+01,1.20E+01,9.95E+02
It's Personal,4.00E+00,1.00E+00,4.00E+00,1.50E+01,8.00E+00,1.45E+03
Frozen Dead: An independent TV Series: Episode 1 of 12,4.00E+00,1.00E+00,9.00E+00,2.20E+01,9.00E+00,1.94E+02
The Kessler Effect Issues 1-3. A southern influenced comic,1.10E+01,4.00E+00,5.00E+01,2.20E+01,7.00E+00,1.05E+03
The Bandaged Heart,1.10E+01,4.00E+00,1.60E+01,2.10E+01,1.20E+01,1.01E+03
"Architype: famous fonts, daily art!",4.00E+00,1.00E+00,9.00E+00,2.10E+01,1.00E+01,5.97E+02
Sepur Zarco: Guatemalan Women Win Case Against the Military,6.00E+00,2.00E+00,5.00E+00,1.30E+01,7.00E+00,1.09E+03
Portals of Pangaea - A Tabletop RPG-ish Adventure!,1.00E+01,3.00E+00,2.90E+01,2.60E+01,9.00E+00,7.06E+02
PARVATI: Clothing for purpose!,9.00E+00,2.00E+00,6.10E+01,2.40E+01,1.50E+01,1.26E+03
Let's Just Be Friends - Feature Film,5.00E+00,2.00E+00,4.00E+00,1.70E+01,1.30E+01,7.42E+02
High Card - A UNCW Thesis Film,8.00E+00,4.00E+00,7.40E+01,1.00E+01,6.00E+00,8.62E+02
The Adventures of Sabrina Michaela Me & My Big Sis,7.00E+00,3.00E+00,1.61E+02,1.60E+01,8.00E+00,1.45E+03
Eternal Flame,1.10E+01,1.00E+00,7.00E+00,2.10E+01,1.40E+01,8.54E+02
Handmade Leather Wallets by Colored Red Leather Goods,3.00E+00,2.00E+00,3.00E+00,2.00E+01,9.00E+00,6.84E+02
And the Moon,9.00E+00,5.00E+00,2.70E+01,2.20E+01,1.00E+01,1.87E+03
Dominance Tv series,4.00E+00,1.00E+00,5.00E+00,2.10E+01,1.00E+01,1.07E+03
Electronic Resonating Singing Bowl,4.00E+00,1.00E+00,2.70E+01,1.60E+01,7.00E+00,5.10E+01
The Seal,5.00E+00,3.00E+00,7.00E+00,2.30E+01,1.40E+01,1.18E+03
TerrainCrate: Tabletop RPG and Wargame Terrain Subscription,3.00E+00,0.00E+00,0.00E+00,2.50E+01,1.40E+01,5.58E+02
Support Ali Brann's First Album coming Summer 2017,8.00E+00,3.00E+00,2.80E+01,2.00E+01,1.40E+01,5.42E+02
Condiment Crusades: A Quest for the Best. (Salsa),1.00E+01,5.00E+00,1.58E+02,2.80E+01,1.40E+01,2.07E+03
The Bum with Baggage,9.00E+00,2.00E+00,8.50E+01,2.60E+01,1.30E+01,2.15E+03
Schols Sauce Co.,5.00E+00,1.00E+00,1.16E+02,2.50E+01,1.10E+01,1.62E+03
TheCraftyWhiteFox'sImaginarium,4.00E+00,1.00E+00,6.00E+00,2.50E+01,1.10E+01,1.06E+03
The Strike Pitcher Software Program,3.00E+00,0.00E+00,0.00E+00,2.20E+01,1.40E+01,2.07E+03
RONZO The food of the future. CRICKET BARS and CAPSULES,6.00E+00,2.00E+00,4.00E+00,2.20E+01,1.00E+01,9.80E+01
Wolfgang Maximilian's EP,1.10E+01,4.00E+00,3.60E+01,2.20E+01,1.20E+01,1.91E+03
"""The Platform""",5.00E+00,0.00E+00,0.00E+00,1.80E+01,7.00E+00,6.58E+02
"GeMuEn - An open-world, musical adventure",3.00E+00,1.00E+00,8.00E+00,2.60E+01,1.00E+01,8.44E+02
Aztec Live Dance Production featuring De La Rosa Dance Co.,7.00E+00,4.00E+00,2.49E+02,1.80E+01,1.10E+01,2.80E+03
Ask a Cat: The Book,1.10E+01,5.00E+00,2.70E+01,2.20E+01,1.00E+01,1.14E+03
Imperfectly Sane,6.00E+00,1.00E+00,7.60E+01,2.30E+01,1.10E+01,1.47E+03
Bring back Mr. Mikes Taco Hut!,3.00E+00,0.00E+00,0.00E+00,2.70E+01,1.20E+01,3.54E+02
Roofie,7.00E+00,2.00E+00,4.20E+01,2.30E+01,1.30E+01,7.23E+02
"Japanese Traditional Kimono Fabric Meets ""HIHAKU GLASS""",2.00E+00,0.00E+00,0.00E+00,2.30E+01,7.00E+00,4.01E+02
Bobcat Talisman Enamel Pin,8.00E+00,4.00E+00,1.40E+01,2.00E+01,1.20E+01,2.35E+02
Good Sugar Baking: Baking that Gives Back to Nonprofits,5.00E+00,0.00E+00,0.00E+00,1.30E+01,6.00E+00,1.10E+03
Making Craft Beer Better with SNACKS,1.00E+01,7.00E+00,1.11E+02,2.30E+01,1.30E+01,1.85E+02
Thank You For Sharing,7.00E+00,5.00E+00,1.72E+02,2.80E+01,1.20E+01,1.50E+03
Mt. Blanca Summer Music Conservatory Scholarship Program,5.00E+00,1.00E+00,3.00E+00,2.70E+01,1.40E+01,1.80E+02
TREK across America,8.00E+00,2.00E+00,2.90E+01,2.50E+01,1.00E+01,2.67E+02
The Velveteen Rabbit downloadable mp3 audio book,4.00E+00,3.00E+00,1.60E+01,3.40E+01,1.60E+01,1.37E+03
I am an author !,8.00E+00,3.00E+00,9.10E+01,2.50E+01,1.30E+01,8.65E+02
"""Captain Nemo"" Portrait by Dave Dorman",5.00E+00,0.00E+00,0.00E+00,2.60E+01,1.30E+01,1.21E+03
Courses for Life Skills,7.00E+00,4.00E+00,8.00E+00,2.40E+01,1.40E+01,8.79E+02
Charlie Hirsch New EP,5.00E+00,2.00E+00,4.70E+01,2.30E+01,1.30E+01,1.29E+03
20 Miles a Glass,5.00E+00,1.00E+00,1.00E+00,2.50E+01,1.50E+01,1.99E+03
Quote Crazy: Hitler and Trump Edition,5.00E+00,1.00E+00,5.00E+00,2.40E+01,1.10E+01,2.53E+02
The Sandra West Diaries - Season 2 - Episodes 1-5,7.00E+00,3.00E+00,7.30E+01,1.80E+01,7.00E+00,1.21E+03
Sweets Candies and Confections,1.00E+01,4.00E+00,4.00E+01,2.30E+01,9.00E+00,7.06E+02
The Antelope,5.00E+00,0.00E+00,0.00E+00,2.10E+01,8.00E+00,9.83E+02
Rocket Threads Apparel,3.00E+00,0.00E+00,0.00E+00,2.20E+01,1.20E+01,1.03E+03
Dominik Dash & The Race to the Center of the Universe,4.00E+00,2.00E+00,7.00E+00,2.50E+01,1.30E+01,1.53E+03
Devil's Marking,1.20E+01,3.00E+00,1.80E+01,2.80E+01,1.30E+01,1.06E+03
Ruggy: The Scientifically Balanced Hanger,4.00E+00,1.00E+00,1.00E+00,1.70E+01,1.30E+01,2.19E+03
Nesting Dolls - A Feature Film,6.00E+00,1.00E+00,1.00E+00,1.70E+01,9.00E+00,4.75E+02
DREAD HEAD,6.00E+00,3.00E+00,6.60E+01,2.10E+01,9.00E+00,3.67E+02
"""Escape From Comic Con"" Your 90 minute thrill ride!",3.00E+00,1.00E+00,2.00E+00,2.30E+01,1.20E+01,1.93E+03
Heroes and Angels Job Bidding,1.00E+01,7.00E+00,3.18E+02,2.80E+01,1.30E+01,1.03E+03
RESIST: VCU Dance Spring Senior Projects 2017,6.00E+00,2.00E+00,1.80E+01,2.00E+01,1.10E+01,1.39E+03
Chasing Rainbow Tales,8.00E+00,4.00E+00,7.00E+00,1.90E+01,1.00E+01,3.84E+02
Nocturnal : a Vampire Hunting card game,4.00E+00,2.00E+00,1.50E+01,2.20E+01,1.20E+01,1.48E+03
The Art of Blood,7.00E+00,4.00E+00,3.81E+02,2.20E+01,1.50E+01,1.17E+03
BED WITH B,5.00E+00,1.00E+00,3.00E+00,2.30E+01,1.00E+01,2.35E+02
Smart TV Stand - your way to comfort,4.00E+00,1.00E+00,1.16E+02,9.00E+00,3.00E+00,1.05E+02
Clark Park: A Detroit Story,8.00E+00,4.00E+00,3.51E+02,1.80E+01,6.00E+00,2.49E+02
The Cute The Creepy And The Clueless: The Game,6.00E+00,4.00E+00,5.10E+01,2.30E+01,1.20E+01,6.12E+02
Lula Mobile Tripod System,1.00E+01,1.00E+00,2.80E+02,2.30E+01,1.30E+01,1.67E+03
Maluna Premium Coolers,5.00E+00,3.00E+00,6.30E+01,2.20E+01,1.40E+01,1.60E+03
The Conversation Wheel: A Story Focused Gaming Podcast,4.00E+00,1.00E+00,2.10E+01,2.00E+01,1.00E+01,3.69E+02
Live Performance by Seth Maynard,9.00E+00,4.00E+00,7.90E+01,2.30E+01,1.20E+01,5.78E+02
Warrior Class Rare,6.00E+00,3.00E+00,2.90E+01,1.90E+01,1.00E+01,4.52E+02
Easy Measure - Spice & dry goods measuring made easy!,4.00E+00,3.00E+00,4.00E+00,2.20E+01,6.00E+00,7.60E+01
Classic Game Covers by Mike Winterbauer,1.00E+01,6.00E+00,9.00E+01,2.30E+01,1.20E+01,2.08E+03
Prospecting for Ghosts,7.00E+00,2.00E+00,3.03E+02,2.30E+01,1.40E+01,1.54E+03
MEDEA  A New Vision,4.00E+00,1.00E+00,1.00E+00,2.30E+01,1.10E+01,1.32E+02
Trump Tweets! Card Game,5.00E+00,1.00E+00,5.00E+00,1.80E+01,9.00E+00,7.98E+02
Giddy-Up Coffeehouse,5.00E+00,2.00E+00,3.74E+02,2.00E+01,8.00E+00,2.56E+02
Brawler - Issues 1 and 2,4.00E+00,0.00E+00,0.00E+00,2.00E+01,8.00E+00,3.44E+02
St. Meinrad ROCKS Fest - Family Friendly Music Fest,6.00E+00,1.00E+00,1.00E+00,2.50E+01,1.00E+01,2.29E+02
BREAKING THE LIGHT,9.00E+00,3.00E+00,4.10E+01,2.30E+01,1.30E+01,5.51E+02
The Pride Pack Games!,4.00E+00,2.00E+00,5.30E+01,2.30E+01,1.40E+01,1.67E+02
WARPED a sci-fi/thriller for the Louisiana Film Prize 2017,5.00E+00,3.00E+00,5.50E+01,2.70E+01,1.30E+01,3.18E+02
Business Development Game For Children,1.20E+01,3.00E+00,5.30E+01,2.00E+01,1.20E+01,4.97E+02
Cultural Collective,6.00E+00,4.00E+00,2.98E+02,2.50E+01,1.50E+01,1.86E+03
HighTymes Co. Productions,3.00E+00,1.00E+00,1.00E+00,1.50E+01,8.00E+00,1.07E+02
Wallet Bed - iPhone & iPad new Leather covers,4.00E+00,1.00E+00,1.00E+00,2.00E+01,1.10E+01,5.83E+02
DAWSON HOLLOW - Debut Album,9.00E+00,4.00E+00,2.06E+02,2.40E+01,1.30E+01,1.19E+03
7UD (Seven Up/Down),5.00E+00,3.00E+00,5.10E+01,2.00E+01,8.00E+00,3.68E+02
Pizzeria Boss -- Be the Boss!,5.00E+00,2.00E+00,1.30E+01,1.40E+01,7.00E+00,1.64E+03
"Glowbs - The LED Smart Sphere - For Juggling, Poi & Contact",6.00E+00,2.00E+00,1.80E+01,2.60E+01,1.10E+01,1.40E+03
Lisa Goes to India,1.10E+01,3.00E+00,8.80E+01,2.00E+01,1.20E+01,3.37E+02
Follow The Wave,5.00E+00,2.00E+00,6.00E+00,2.50E+01,1.20E+01,8.59E+02
Bingo Love,4.00E+00,2.00E+00,6.00E+00,2.30E+01,1.30E+01,6.02E+02
"Edgemere Farm in Rockaway Beach, Needs Your Help!",3.00E+00,1.00E+00,1.50E+01,1.60E+01,1.10E+01,2.49E+02
"Yeti Mountain - The Three-Dimensional, Adventure Board Game",9.00E+00,5.00E+00,2.48E+02,2.30E+01,1.30E+01,1.43E+03
5 Phases,9.00E+00,6.00E+00,3.93E+02,2.10E+01,1.00E+01,2.08E+03
Bump - A Short Film,3.00E+00,0.00E+00,0.00E+00,2.40E+01,1.40E+01,1.29E+03
Movez: The Ultimate Social Event Platform,5.00E+00,2.00E+00,5.00E+01,2.30E+01,1.10E+01,6.10E+02
Illusion Trails - Fitness Adventure Game,7.00E+00,3.00E+00,6.00E+01,1.90E+01,6.00E+00,6.34E+02
Genuine Fake,6.00E+00,4.00E+00,3.29E+02,2.50E+01,1.10E+01,1.67E+03
Domestic Order,3.00E+00,0.00E+00,0.00E+00,1.90E+01,8.00E+00,1.79E+02
Phoenix Food Truck Rising Up for a Mission,3.00E+00,2.00E+00,5.00E+00,6.00E+00,4.00E+00,1.19E+03
Flowerfish Games,9.00E+00,4.00E+00,2.30E+01,2.40E+01,1.00E+01,1.29E+03
Bog's Mushies: 28mm Mushroom Miniatures for Tabletop Games,3.00E+00,1.00E+00,3.50E+01,2.80E+01,1.20E+01,4.37E+02
Dead Donkey Volume 1,1.00E+01,4.00E+00,7.20E+01,2.40E+01,1.30E+01,9.92E+02
FreezeBee Games,5.00E+00,3.00E+00,4.70E+01,1.80E+01,1.00E+01,1.25E+03
New History of Science Fiction Poster printing,3.00E+00,1.00E+00,3.50E+01,1.90E+01,1.10E+01,1.69E+03
A Sacred Marriage: Dating God's Way,8.00E+00,5.00E+00,3.80E+01,1.70E+01,7.00E+00,1.71E+02
ZOUASSI: Deluxe Hardcover Art Book,8.00E+00,2.00E+00,8.00E+00,2.00E+01,1.00E+01,1.32E+03
Ladder 29: Ladder climbing firefighters extinguishing cards.,6.00E+00,3.00E+00,1.02E+02,2.40E+01,1.00E+01,7.30E+02
Foolish Smarts and How to Lose Them: Post Production,8.00E+00,2.00E+00,5.80E+01,2.40E+01,1.20E+01,1.62E+03
Prince's Gambit Casual Vampire Card Game,1.00E+01,4.00E+00,1.20E+01,2.60E+01,1.40E+01,6.16E+02
The Long Fall Comic Book,8.00E+00,3.00E+00,3.79E+02,1.60E+01,8.00E+00,3.96E+02
Little Hawk,6.00E+00,4.00E+00,1.02E+02,2.30E+01,1.30E+01,6.58E+02
Aeon's End: War Eternal,3.00E+00,1.00E+00,1.80E+01,2.50E+01,1.50E+01,3.05E+03
SALT LAKE LDS Temple | Crystal & 24K Gold statue,6.00E+00,2.00E+00,2.00E+00,1.10E+01,8.00E+00,9.96E+02
"The Weight Management Revolution, Obesity is an epidemic.",1.00E+01,6.00E+00,1.20E+01,2.10E+01,1.20E+01,1.57E+02
The Girl + The Glory: Produce Our First Single!,9.00E+00,3.00E+00,1.90E+01,1.80E+01,1.40E+01,1.47E+03
"Hippo Noto, a Hippo Size Tomoe Paper Notebook",1.00E+01,4.00E+00,1.27E+02,2.20E+01,1.00E+01,6.53E+02
QTB Series: Children's Books,9.00E+00,3.00E+00,2.80E+01,1.10E+01,5.00E+00,7.27E+02
Motus IQ,6.00E+00,3.00E+00,5.00E+01,2.00E+01,8.00E+00,2.92E+02
The Noble Tree Coffee House,3.00E+00,0.00E+00,0.00E+00,2.30E+01,1.30E+01,2.62E+03
PodClip...a sleek and convenient way to carry your AirPods.,6.00E+00,3.00E+00,3.30E+01,2.10E+01,8.00E+00,6.70E+01
Revelations,1.10E+01,3.00E+00,2.53E+02,2.30E+01,1.40E+01,1.45E+03
Solipstry: A new approach to tabletop RPGs,2.00E+00,0.00E+00,0.00E+00,1.90E+01,7.00E+00,3.13E+02
Microbial Inoculant Culturing Facility Expansion,8.00E+00,3.00E+00,2.00E+01,1.80E+01,1.00E+01,9.70E+02
"Publishing Book -Lockdown To Freedom ""A Story of Redemption""",6.00E+00,1.00E+00,1.10E+01,2.00E+01,1.00E+01,1.21E+03
The Anhydrous Mat - NO MORE Moldy and Stinky Bathmat EVER!,1.00E+01,5.00E+00,1.26E+02,1.20E+01,6.00E+00,6.37E+02
The THREE STOOGES Theater Trading Cards from RRParks CARDS,1.10E+01,2.00E+00,7.50E+01,2.50E+01,1.00E+01,1.28E+03
Whiskey Revolver and Bullet Pens,1.00E+01,6.00E+00,1.89E+02,2.20E+01,1.20E+01,9.31E+02
Melted Hand Enamel Pin,6.00E+00,4.00E+00,9.00E+00,2.10E+01,1.20E+01,5.83E+02
CooLapels,5.00E+00,1.00E+00,6.00E+00,1.50E+01,6.00E+00,3.35E+02
LawnUp! Connecting homeowners with our underemployed youth,2.00E+00,0.00E+00,0.00E+00,2.20E+01,1.30E+01,2.13E+03
The Most Active and Versatile Drawstring Backpack,8.00E+00,1.00E+00,1.16E+02,2.40E+01,1.20E+01,1.33E+03
Say Hello to Urb,8.00E+00,5.00E+00,8.80E+01,1.50E+01,1.10E+01,1.25E+03
The Everyday Carry ballpoint pen,5.00E+00,1.00E+00,4.00E+00,1.40E+01,5.00E+00,9.71E+02
The Wishing Cranes - Short Animated Film,6.00E+00,2.00E+00,3.10E+01,1.90E+01,1.00E+01,1.45E+03
Drumming the World & Pro Guitar Player,7.00E+00,3.00E+00,5.90E+01,2.50E+01,1.10E+01,2.25E+03
"American Version of a ""Doctor Who"" Pilot",8.00E+00,3.00E+00,1.90E+02,1.80E+01,1.10E+01,8.06E+02
'LONGMIRE' The Cinematic Picture Book,8.00E+00,3.00E+00,1.70E+01,2.60E+01,1.10E+01,2.54E+02
Kaleidoscope Literary/Art Magazine,6.00E+00,2.00E+00,8.00E+01,1.90E+01,1.10E+01,8.20E+02
Start Up Musician,5.00E+00,1.00E+00,1.50E+01,1.90E+01,1.00E+01,2.45E+02
WARHEAD: Volume One,4.00E+00,1.00E+00,2.00E+00,2.90E+01,1.40E+01,8.39E+02
StPsy - StreetPsychiatry 1year upgrade to a business account,4.00E+00,1.00E+00,2.60E+01,2.50E+01,1.10E+01,3.62E+02
Interfuse Digital Release Relief Fund,9.00E+00,2.00E+00,9.00E+00,2.20E+01,1.00E+01,4.96E+02
Purpose: Pet Food that Reflects the Values of Animal Lovers,6.00E+00,3.00E+00,3.50E+01,1.70E+01,1.00E+01,1.89E+03
Craft Beer Chaos - Card Game,1.10E+01,5.00E+00,1.00E+02,2.40E+01,1.30E+01,8.70E+01
Trump and Putin kissing,6.00E+00,5.00E+00,3.96E+02,2.90E+01,1.60E+01,1.19E+03
Amanda Jane Music First Recording Studio Experience,5.00E+00,0.00E+00,0.00E+00,2.30E+01,1.30E+01,5.24E+02
Pack-A-Pull The Ultra Lightweight Packable Pulley System,8.00E+00,7.00E+00,1.67E+02,2.40E+01,1.00E+01,2.08E+02
Shared Ride Food Delivery Platform,1.00E+01,5.00E+00,6.60E+01,1.80E+01,9.00E+00,2.46E+03
TUGAWORDS,6.00E+00,4.00E+00,2.60E+01,2.30E+01,1.50E+01,2.13E+03
Songs of Inequaltiy,2.00E+00,0.00E+00,0.00E+00,2.60E+01,1.40E+01,2.58E+03
Drawing Pictures of Muhammad,4.00E+00,1.00E+00,3.00E+00,2.60E+01,1.00E+01,2.45E+02
"NEW ADAVANT ALBUM! ""The Unyielding""",5.00E+00,1.00E+00,4.00E+00,2.20E+01,1.00E+01,2.75E+02
AllyChats YouTube Channel,6.00E+00,1.00E+00,4.70E+01,2.10E+01,1.00E+01,3.46E+02
Crystal City,4.00E+00,2.00E+00,2.00E+00,2.40E+01,1.10E+01,4.79E+02
New Level Streetwear- A Lifestyle Brand.,3.00E+00,2.00E+00,2.10E+01,9.00E+00,5.00E+00,3.91E+02
GirlsWorld: Issue Number One,7.00E+00,3.00E+00,1.30E+01,2.00E+01,9.00E+00,1.54E+03
The First Iditarod: The Amazing Dogs & Their Mushers,5.00E+00,1.00E+00,4.00E+00,2.00E+01,6.00E+00,2.50E+01
The Little Nemo Masters Series Prints,1.00E+01,4.00E+00,1.08E+02,2.50E+01,1.30E+01,2.26E+03
CogoNuro Drinks,7.00E+00,5.00E+00,5.20E+01,2.10E+01,7.00E+00,9.13E+02
Companion Short Film,3.00E+00,1.00E+00,1.00E+00,2.20E+01,7.00E+00,1.71E+02
Immortal Coil,4.00E+00,3.00E+00,5.30E+01,2.50E+01,1.20E+01,3.54E+02
The Yoerg Brewing Company,3.00E+00,1.00E+00,1.00E+00,1.90E+01,1.10E+01,1.79E+03
The Complete Me & the Kid Comic Book,5.00E+00,2.00E+00,5.00E+00,2.10E+01,6.00E+00,2.86E+02
Heat N' Go Heating Pad - Da'Sha Davis,9.00E+00,3.00E+00,1.03E+02,2.20E+01,1.20E+01,9.20E+02
Full Bleed,9.00E+00,2.00E+00,6.00E+00,2.60E+01,1.50E+01,6.11E+02
Dice Kub - toothbrush and pen organizer made from marble,3.00E+00,1.00E+00,1.10E+01,1.30E+01,5.00E+00,2.29E+02
Pacific : Warfare Model Development,1.00E+01,6.00E+00,1.56E+02,1.80E+01,1.00E+01,3.58E+02
The Secret Reclamation by Charlemagne - Book on Royalty,5.00E+00,3.00E+00,1.00E+01,1.90E+01,1.00E+01,1.89E+03
Dark Malice Apparel,9.00E+00,2.00E+00,8.50E+01,2.10E+01,9.00E+00,2.19E+02
Mosquito Gnome,4.00E+00,2.00E+00,2.60E+01,1.60E+01,8.00E+00,2.70E+02
The Inspect Report,3.00E+00,0.00E+00,0.00E+00,2.20E+01,9.00E+00,8.95E+02
Sam and Angela's Charm School,4.00E+00,0.00E+00,0.00E+00,2.50E+01,1.40E+01,2.32E+03
Resisters: A Coloring Book,7.00E+00,1.00E+00,8.00E+00,2.50E+01,8.00E+00,3.50E+02
One frame to rule them all!,5.00E+00,2.00E+00,7.90E+01,1.30E+01,9.00E+00,2.74E+02
KayaksNearMe.com,7.00E+00,3.00E+00,1.20E+01,2.40E+01,1.00E+01,1.25E+03
Returning the Treasure,3.00E+00,0.00E+00,0.00E+00,2.50E+01,1.20E+01,2.58E+03
Barb Barton's New CD,4.00E+00,1.00E+00,4.00E+00,2.60E+01,9.00E+00,4.84E+02
Take Original Retro Pop/Appropriation Posters to Print,6.00E+00,0.00E+00,0.00E+00,2.30E+01,9.00E+00,5.93E+02
The Herd,9.00E+00,5.00E+00,3.70E+01,2.20E+01,1.10E+01,4.45E+02
Venture Party,3.00E+00,0.00E+00,0.00E+00,1.30E+01,7.00E+00,8.55E+02
The God They Gave Us,3.00E+00,2.00E+00,1.20E+01,2.10E+01,1.20E+01,2.40E+03
Ocula the Vampire Eyeball Horror Enamel Pin by Deeply Dapper,6.00E+00,0.00E+00,0.00E+00,2.60E+01,6.00E+00,1.33E+02
The Hand Book to throw at your relatives,1.10E+01,2.00E+00,1.90E+01,2.20E+01,1.00E+01,2.73E+02
You're Better Than That,9.00E+00,4.00E+00,3.17E+02,2.80E+01,7.00E+00,8.70E+01
American Modern Dance Legacy - STUDENT SHOWING,6.00E+00,3.00E+00,1.13E+02,2.70E+01,7.00E+00,1.20E+03
EASY BATH CHEESECAKE WRAP by Cheryl O'Reilly,7.00E+00,5.00E+00,2.90E+01,2.20E+01,1.20E+01,2.14E+02
Bring Wood Fired Pizza to Luna Valley Farm!,9.00E+00,2.00E+00,2.50E+01,2.40E+01,1.10E+01,1.13E+03
HyperTrend: The passion for cars to be shared with the world,9.00E+00,6.00E+00,2.80E+01,2.20E+01,1.30E+01,2.65E+02
"RECKLESS DECK: Solving the Problem of ""What Should I Draw?""",1.20E+01,5.00E+00,3.01E+02,2.50E+01,1.20E+01,1.85E+03
"Funding for Editing, Marketing and Graphic Artists",1.10E+01,4.00E+00,4.80E+01,2.10E+01,1.10E+01,2.17E+03
"ProTap: Draft Beer, Wine, and Cold Beverage Dispenser",8.00E+00,2.00E+00,1.80E+01,2.10E+01,1.20E+01,5.29E+02
Mega Shifter,9.00E+00,5.00E+00,2.90E+01,1.60E+01,7.00E+00,9.34E+02
The Baseball Archives: America's Pastime in Panorama,3.00E+00,1.00E+00,5.00E+00,1.40E+01,7.00E+00,2.88E+02
Mutiny: High Seas on your Table!,9.00E+00,3.00E+00,9.00E+00,1.20E+01,7.00E+00,2.31E+02
Two sheep and a llama.,7.00E+00,5.00E+00,2.63E+02,2.60E+01,1.30E+01,1.21E+03
The Order of Dracula,6.00E+00,0.00E+00,0.00E+00,2.60E+01,7.00E+00,6.57E+02
Unique Wear,5.00E+00,2.00E+00,5.00E+00,2.70E+01,1.30E+01,1.70E+03
Bonk-A-Nazi Bonk Bag,3.00E+00,2.00E+00,9.00E+00,2.50E+01,1.40E+01,6.14E+02
Palmie | Japan's premier manga illustration how-to videos,6.00E+00,0.00E+00,0.00E+00,2.00E+01,6.00E+00,2.08E+03
lots of baggage,1.00E+01,5.00E+00,1.20E+01,2.00E+01,1.40E+01,5.99E+02
Adam Lane Trio Russian Federation Tour,4.00E+00,0.00E+00,0.00E+00,2.10E+01,1.20E+01,1.34E+03
The Intellect's Eternal Candle,7.00E+00,2.00E+00,7.00E+00,2.70E+01,1.20E+01,1.41E+03
Double Yellow VR Racing,6.00E+00,2.00E+00,5.00E+00,2.10E+01,1.00E+01,6.26E+02
"""Paranormal U"" - YouTube Series",5.00E+00,3.00E+00,1.00E+01,2.30E+01,1.70E+01,5.66E+02
Hit Box Smash Box - Video Game Controller for Smash Bros,5.00E+00,3.00E+00,2.90E+01,1.70E+01,9.00E+00,1.31E+02
DeCoupling from George (50 Shades of Craig's List),1.10E+01,6.00E+00,3.19E+02,1.90E+01,1.60E+01,1.60E+03
Kick Start TEANEVA's 1st EP,1.00E+01,4.00E+00,6.80E+01,2.10E+01,1.10E+01,4.88E+02
Dont Touch Me! Patch,7.00E+00,2.00E+00,4.00E+00,2.30E+01,8.00E+00,1.55E+02
The Lonesome Days 1st Studio Album!,5.00E+00,1.00E+00,1.40E+01,2.60E+01,1.40E+01,3.39E+03
Dhovaine - A new role-playing game from Higher Grounds,7.00E+00,3.00E+00,7.10E+01,3.90E+01,1.50E+01,1.49E+03
"Bicycle Natural Disasters ""Earthquake"" Playing Cards",1.00E+01,5.00E+00,4.11E+02,1.50E+01,9.00E+00,5.85E+02
"Bicycle Natural Disasters ""Tornado"" Playing Cards",7.00E+00,4.00E+00,1.60E+02,1.10E+01,8.00E+00,2.68E+02
"""Don't Bother"" Car Prowl Deterrent Window Clings",7.00E+00,5.00E+00,1.61E+02,1.10E+01,8.00E+00,2.60E+02
Ripple,9.00E+00,1.00E+00,3.00E+00,2.40E+01,1.20E+01,2.89E+03
Bevvies,2.00E+00,0.00E+00,0.00E+00,2.40E+01,1.00E+01,1.81E+02
Panacea - Three string quartets - The new album,2.00E+00,0.00E+00,0.00E+00,2.20E+01,1.20E+01,1.19E+03
Minute Mixology | Craft Cocktail Mixer | Single Serve,8.00E+00,2.00E+00,5.20E+01,2.10E+01,8.00E+00,6.25E+02
The Holy Trinity Series,8.00E+00,5.00E+00,1.90E+01,2.40E+01,1.20E+01,4.63E+02
The Historical Heroines Coloring Book: Women in Science,5.00E+00,3.00E+00,3.00E+01,2.00E+01,1.10E+01,6.43E+02
Firefly: The First Tablet Powered Smart Mirror,9.00E+00,5.00E+00,1.01E+02,1.90E+01,1.10E+01,1.44E+03
SLOSH Fitness- Dynamic Fluid Resistance Training,8.00E+00,4.00E+00,1.99E+02,2.40E+01,1.50E+01,3.49E+03
TGO TOM Backpack Ver.2 : The Ultimate Backpack Redfined,7.00E+00,4.00E+00,1.10E+01,2.00E+01,1.30E+01,1.58E+02
Thangka Conservation Volunteer & Research Trip to Tibet,1.00E+01,3.00E+00,8.30E+01,2.30E+01,1.10E+01,1.25E+03
Opus 32: Live Performance of Student Compositions,9.00E+00,3.00E+00,6.00E+00,2.20E+01,5.00E+00,3.87E+02
Large French Rolling Pin,8.00E+00,4.00E+00,3.00E+01,1.90E+01,9.00E+00,1.53E+02
Tubey - The Mini Wacky Wavy Inflatable Flailing Tube Man,5.00E+00,2.00E+00,5.00E+00,2.60E+01,1.30E+01,5.41E+02
Solo Album: The Wait for Green,1.00E+01,1.00E+00,1.90E+01,9.00E+00,1.00E+00,9.00E+00
Military Memorial Pen,7.00E+00,4.00E+00,6.10E+01,1.30E+01,7.00E+00,7.90E+01
TrimmeRR,4.00E+00,0.00E+00,0.00E+00,1.90E+01,1.40E+01,1.56E+03
