campaignTitle,title_word_ct,title_word_match,title_word_score,blurb_word_ct,blurb_word_match,blurb_word_score
California Tea House,4.00E+00,1.00E+00,1.90E+01,2.10E+01,9.00E+00,1.29E+03
Cooked Wheat Sprouts Extract: An ancient Choco-Veggie,4.00E+00,2.00E+00,3.00E+00,2.30E+01,1.00E+01,1.97E+02
Abomination Brewing Company Needs you!,9.00E+00,1.00E+00,1.00E+00,1.80E+01,5.00E+00,9.00E+01
Handcrafted Dress Shoes Reinvented for the Modern Gentleman,6.00E+00,3.00E+00,8.00E+00,1.90E+01,8.00E+00,5.65E+02
Acidic crisis-psychedelic art.,9.00E+00,6.00E+00,4.40E+01,1.80E+01,1.40E+01,1.95E+03
THE VOICE: Launch Our New Music & Our New Male Vocalist!,5.00E+00,1.00E+00,3.00E+00,2.00E+01,9.00E+00,2.30E+02
XCase Ultra Clear Expandable Miniatures Display Case,1.20E+01,3.00E+00,3.40E+01,2.80E+01,1.10E+01,2.61E+02
The Prospectives: A Narrative Podcast,8.00E+00,6.00E+00,6.10E+01,1.80E+01,9.00E+00,3.25E+02
Swell - A Horror Comics Anthology,6.00E+00,2.00E+00,6.00E+00,1.40E+01,7.00E+00,2.73E+02
Cooking with Dice: Classic RPG with a Delicious Twist,6.00E+00,3.00E+00,4.40E+01,1.30E+01,6.00E+00,1.89E+02
Oasis Mini Hydroponic Smart Garden,1.00E+01,6.00E+00,3.12E+02,2.30E+01,1.20E+01,1.72E+03
MAKERbuino - a DIY game console,6.00E+00,3.00E+00,1.09E+02,2.10E+01,1.40E+01,2.08E+03
Sea of Dreams - Music Video,6.00E+00,2.00E+00,2.84E+02,2.10E+01,9.00E+00,8.26E+02
A Planetarium for Easter Island,6.00E+00,3.00E+00,6.30E+01,1.10E+01,4.00E+00,1.74E+02
The Hues Volume III: EMBER,6.00E+00,2.00E+00,4.00E+00,2.20E+01,1.20E+01,4.26E+02
PIEL: A Male Photography Book by Alex Hilbert,6.00E+00,2.00E+00,2.70E+01,1.90E+01,1.10E+01,1.35E+03
T3TRA - Designer loudspeakers delivering real quality sound,9.00E+00,3.00E+00,8.40E+01,2.20E+01,9.00E+00,3.17E+02
Alton Wright & Friends,8.00E+00,4.00E+00,4.00E+01,2.20E+01,1.10E+01,4.83E+02
Out Of The Attic: A Teddy Bear Adventure Comic,5.00E+00,2.00E+00,5.00E+00,1.90E+01,8.00E+00,3.14E+02
Glow in the Dark Enamel LED Pins,1.00E+01,4.00E+00,6.10E+01,2.10E+01,1.00E+01,4.69E+02
Doodle Art to Color: Adult Quality Coloring Books,8.00E+00,2.00E+00,2.70E+01,2.10E+01,9.00E+00,1.87E+02
ZOEFLIX- A Modern ZOETROPE Animation Toy Conversation Piece,9.00E+00,5.00E+00,3.10E+01,2.20E+01,1.40E+01,5.57E+02
Nomadic Empires Watch Collection,9.00E+00,3.00E+00,2.20E+01,2.00E+01,9.00E+00,1.29E+03
Amy Christina's Take and Bake,5.00E+00,3.00E+00,5.40E+01,1.60E+01,8.00E+00,1.09E+03
Giblets: The Anatomy Bunny Childrens Learning Toy,7.00E+00,1.00E+00,8.00E+00,7.00E+00,2.00E+00,8.60E+01
Revisionaries #1-2 [a comic book mini-series],8.00E+00,2.00E+00,8.00E+00,2.30E+01,1.20E+01,7.42E+02
NecronomiCards Vol 2 _ Lovecraftian Card Game Expansion,9.00E+00,4.00E+00,1.35E+02,2.60E+01,1.10E+01,4.14E+02
Flip Book Animation Kit,9.00E+00,5.00E+00,3.89E+02,2.40E+01,1.40E+01,2.95E+02
HandCrafted pieces for Angel Parent & funny mugs shirt & art,5.00E+00,3.00E+00,8.50E+01,2.00E+01,1.30E+01,1.84E+03
Custodians of the Cosmos,1.20E+01,5.00E+00,1.50E+01,2.40E+01,1.40E+01,3.22E+02
100 Moves to Common Ground,5.00E+00,0.00E+00,0.00E+00,2.00E+01,1.40E+01,8.93E+02
Annotote leave your mark,6.00E+00,3.00E+00,5.00E+00,2.30E+01,9.00E+00,4.60E+01
Artwork for Equality & Equity: A Poster & Postcard Campaign,5.00E+00,3.00E+00,2.37E+02,3.00E+01,1.20E+01,2.65E+03
AnyReef Apparel,1.10E+01,2.00E+00,9.00E+00,1.90E+01,8.00E+00,6.80E+01
APRES POO MIST: Unpleasant Odor Killer. #1 Solution for #2.,3.00E+00,1.00E+00,4.00E+00,2.60E+01,8.00E+00,2.19E+02
Arcade Coffee Roasters: Tasting Room,1.10E+01,2.00E+00,1.50E+01,2.40E+01,7.00E+00,1.21E+03
BURNING ANNIE 10th Anniversary ReRelease+NYC screening party,6.00E+00,3.00E+00,4.00E+01,1.90E+01,5.00E+00,2.68E+02
Armored League,8.00E+00,4.00E+00,2.50E+01,2.50E+01,9.00E+00,1.12E+03
Creating an Inspired Space in McMinnville Oregon,3.00E+00,0.00E+00,0.00E+00,2.50E+01,1.00E+01,5.41E+02
Find Your True North: A Soul Finding Art Journal,8.00E+00,4.00E+00,4.70E+01,2.70E+01,1.30E+01,1.44E+03
"Arvin Goods: Waterless, Sustainable, Zero Waste Accessories",1.00E+01,7.00E+00,2.67E+02,2.30E+01,7.00E+00,2.26E+02
A Thousand Miles' New Studio Album!,8.00E+00,6.00E+00,2.20E+01,2.20E+01,9.00E+00,8.30E+02
Heroic Fantasy & Barbarian Conquerors Collection,7.00E+00,3.00E+00,6.40E+01,2.60E+01,1.40E+01,5.43E+02
Aviary Wine & Kitchen,7.00E+00,3.00E+00,5.80E+01,2.00E+01,1.20E+01,1.42E+03
Zero Sum: The Card Game,5.00E+00,3.00E+00,1.10E+01,2.40E+01,1.20E+01,1.16E+03
Everette Hartsoe's Badgirl Sketchbook vol. 5-(NSFW),6.00E+00,3.00E+00,3.86E+02,1.10E+01,6.00E+00,8.46E+02
ComickStarter,9.00E+00,1.00E+00,6.00E+00,2.50E+01,1.00E+01,6.93E+02
PocketStand: A portable play stand for Nintendo Switch,2.00E+00,0.00E+00,0.00E+00,2.60E+01,1.10E+01,3.24E+02
Why Does the Jack-o-lantern Smile?,9.00E+00,5.00E+00,7.00E+01,2.20E+01,1.80E+01,3.53E+03
Confessions of a Basket Case Launch,8.00E+00,3.00E+00,7.00E+00,2.40E+01,1.10E+01,1.04E+03
Basket of Deplorables - The Board Game!,7.00E+00,2.00E+00,2.30E+01,2.60E+01,1.30E+01,1.42E+03
Holm Tea - Yaupon & Native Caffeine,7.00E+00,2.00E+00,3.41E+02,2.30E+01,1.20E+01,1.05E+03
Mighty Tiny: Tales from the Old Empire the Role Playing Game,7.00E+00,1.00E+00,3.00E+00,2.50E+01,8.00E+00,2.78E+02
The Joy of Toys song and music video,1.20E+01,8.00E+00,4.54E+02,2.60E+01,1.10E+01,1.18E+03
Top soil creates fresh air ... A Wall Calendar and a Film.,9.00E+00,4.00E+00,7.00E+01,2.30E+01,1.20E+01,9.06E+02
BCC premieres a new choral work in May 2017!,1.20E+01,5.00E+00,6.70E+01,1.00E+01,4.00E+00,1.27E+02
"Modular Pickup, Reversible, Freestanding Guitars by Bergstok",1.00E+01,2.00E+00,1.20E+01,3.20E+01,1.10E+01,5.18E+02
The Original BetterBeanie,8.00E+00,2.00E+00,1.80E+01,2.20E+01,1.20E+01,5.51E+02
"The bFan Bed Cooling System: Cooler, Restful Nights Sleep.",4.00E+00,1.00E+00,1.10E+01,1.60E+01,7.00E+00,1.43E+03
How to Move a Mountain with Bruce High Quality Foundation,1.00E+01,5.00E+00,5.90E+01,2.10E+01,1.20E+01,1.29E+03
Big Jackson Vol 1: Opening Act Graphic Novel,1.10E+01,6.00E+00,1.49E+02,2.50E+01,9.00E+00,3.74E+02
Save Birdfest,9.00E+00,3.00E+00,3.60E+01,2.50E+01,9.00E+00,1.43E+02
Floral Fauna Enamel Pins - Opossum,3.00E+00,1.00E+00,1.40E+01,2.70E+01,1.00E+01,3.25E+02
Home #5 - Understanding,6.00E+00,0.00E+00,0.00E+00,1.60E+01,9.00E+00,1.86E+03
"Michael Surbrook's Ghosts, Ghouls, and Golems",4.00E+00,1.00E+00,2.80E+01,2.40E+01,9.00E+00,5.76E+02
Blake Burrow'S First Full Length Album,8.00E+00,2.00E+00,3.00E+00,2.00E+01,8.00E+00,1.98E+02
BlazePod - Supercharge Your Workouts with Bursts of Light,8.00E+00,4.00E+00,1.62E+02,2.80E+01,1.30E+01,1.49E+03
Blue Jay Listening Room | For the Love of Music,9.00E+00,3.00E+00,4.00E+02,1.80E+01,8.00E+00,4.13E+02
"""People, Places, and Things"" - A Blue View Cinema short film",1.00E+01,5.00E+00,5.50E+01,2.30E+01,1.20E+01,7.22E+02
Eye - Smart Android Case for iPhone,1.10E+01,7.00E+00,7.80E+01,2.20E+01,1.40E+01,1.35E+03
Boolsa | The secure backpack for the modern traveler,7.00E+00,4.00E+00,2.26E+02,2.60E+01,1.00E+01,3.37E+02
Goodnewspaper - A printed newspaper full of good news,9.00E+00,3.00E+00,3.70E+01,1.50E+01,1.00E+01,1.29E+03
"Superscreen _ Supercharge your phone with a 10.1"" HD display",9.00E+00,4.00E+00,2.30E+01,1.80E+01,1.10E+01,1.05E+03
The Liberal Studies Leader,1.20E+01,4.00E+00,3.89E+02,1.70E+01,8.00E+00,2.24E+03
Brian Giniewski Ceramics: Made in Philadelphia,5.00E+00,1.00E+00,1.00E+00,1.90E+01,9.00E+00,7.70E+01
BRIAN PULIDO'S NEWEST: LADY DEATH: MERCILESS ONSLAUGHT #1!,7.00E+00,2.00E+00,4.10E+01,2.30E+01,1.20E+01,3.72E+02
Brick Cave Media: The 1095 Publishing Project,1.00E+01,6.00E+00,2.20E+01,8.00E+00,4.00E+00,1.20E+02
The METEORITE Pen,8.00E+00,5.00E+00,5.20E+01,2.70E+01,1.30E+01,5.91E+02
BadjoSuit,4.00E+00,0.00E+00,0.00E+00,1.70E+01,1.10E+01,3.59E+02
Vintage Fidget : An Adaptable Fidget With A Wooden Appeal,2.00E+00,0.00E+00,0.00E+00,2.20E+01,1.10E+01,1.57E+03
"BULLET 02 | World's Smallest EDC Flashlight, Even Smaller.",1.00E+01,5.00E+00,1.26E+02,1.80E+01,1.50E+01,1.52E+03
Ayurvedic Copper Water Bottle,1.00E+01,6.00E+00,2.11E+02,1.80E+01,1.00E+01,3.26E+02
Respire CabinFever at the MCA,5.00E+00,3.00E+00,5.00E+01,2.50E+01,1.10E+01,3.32E+03
Alter-Life Issue 2 (Limited Comic Series),6.00E+00,0.00E+00,0.00E+00,1.80E+01,6.00E+00,6.35E+02
Charm Kitty Cafe: Baltimore's Cat Cafe,8.00E+00,5.00E+00,9.10E+01,1.90E+01,9.00E+00,4.83E+02
Canna Gnomes,8.00E+00,3.00E+00,4.00E+00,2.10E+01,8.00E+00,1.29E+03
Canon Panda - the first game you can play on YouTube !,3.00E+00,0.00E+00,0.00E+00,2.30E+01,9.00E+00,3.69E+02
Dorys - Sandals with Boat Shoe Style,1.10E+01,4.00E+00,3.96E+02,2.80E+01,1.40E+01,8.84E+02
Cap Slaps,7.00E+00,3.00E+00,1.30E+02,2.10E+01,8.00E+00,1.11E+03
Hand Crafted: An Illustrated Cocktail Book,3.00E+00,0.00E+00,0.00E+00,2.20E+01,9.00E+00,1.93E+02
CARVON - Next Generation Electric Skateboards / Longboards,7.00E+00,5.00E+00,8.90E+01,1.40E+01,9.00E+00,5.51E+02
Crystals of Myst,7.00E+00,3.00E+00,4.50E+01,2.30E+01,1.20E+01,7.83E+02
FLOWERING LINES rare ART NOUVEAU posters graphics 1895-1910,4.00E+00,0.00E+00,0.00E+00,3.20E+01,1.30E+01,3.12E+03
Paradigm Automatic Watch for Women - by Chase Frederick,1.00E+01,3.00E+00,5.00E+00,2.30E+01,1.00E+01,8.54E+02
Chad Baker Debut EP,9.00E+00,4.00E+00,4.40E+01,1.80E+01,9.00E+00,1.82E+02
Mountain Belt by Craft and Lore,5.00E+00,1.00E+00,3.00E+00,2.70E+01,1.00E+01,5.66E+02
ChapCap: A New Twist on Lip Balm,7.00E+00,4.00E+00,2.20E+01,2.20E+01,1.30E+01,7.57E+02
Haunting Tales of Bachelor's Grove -- first of 6 Comic Books,8.00E+00,1.00E+00,5.00E+00,2.00E+01,9.00E+00,1.30E+03
Human Escape Video Game,1.20E+01,4.00E+00,1.40E+02,2.20E+01,1.70E+01,1.37E+03
ChileBoss - Real Mexican Cooking Sauces for Your Kitchen.,5.00E+00,4.00E+00,3.18E+02,2.80E+01,9.00E+00,1.84E+03
Chloe the Pink Elephant,9.00E+00,5.00E+00,2.59E+02,2.60E+01,1.10E+01,3.77E+02
World's first Super Chocolate with refined Turmeric,5.00E+00,0.00E+00,0.00E+00,1.70E+01,7.00E+00,3.16E+02
Christofer Scott: Dive In EP,9.00E+00,6.00E+00,4.14E+02,2.10E+01,6.00E+00,7.30E+02
City of Science iPad App,6.00E+00,1.00E+00,4.00E+00,2.00E+01,1.20E+01,9.02E+02
Best Cutters of the Best Coast Guard!,6.00E+00,3.00E+00,7.30E+01,5.00E+00,3.00E+00,9.00E+01
7 Doodle Paintings in 7 days,8.00E+00,4.00E+00,1.28E+02,2.60E+01,1.60E+01,1.66E+03
"Trailhead Adventure Pant | Packable, Durable, & Stain Proof",7.00E+00,2.00E+00,1.00E+01,2.70E+01,1.10E+01,3.75E+02
Coalition Snow YOUth Skis & Snowboards,9.00E+00,6.00E+00,5.40E+01,1.90E+01,1.20E+01,3.38E+02
Colorado International Activism Film Festival (CIAFF),7.00E+00,1.00E+00,1.00E+00,2.10E+01,9.00E+00,2.71E+02
ConFascist Says: MisFortune Cookies w Quotes by Donald Trump,7.00E+00,2.00E+00,5.00E+01,2.00E+01,6.00E+00,5.01E+02
Board Porter: New Way to Carry Snowboards,1.00E+01,0.00E+00,0.00E+00,2.30E+01,1.20E+01,2.19E+03
Leviathan: A Collection of Poetry,8.00E+00,3.00E+00,8.00E+01,2.20E+01,1.20E+01,1.53E+03
Cottonmouth Remedy - Dry Mouth Spray,6.00E+00,2.00E+00,2.20E+01,2.80E+01,1.10E+01,1.66E+03
UPSIDE DOWN WORLD ISSUE #1 Music & Comic Combo!!,6.00E+00,1.00E+00,2.00E+00,1.90E+01,1.20E+01,3.60E+02
Creating Creativity T-Shirt Designs,1.00E+01,7.00E+00,2.36E+02,2.40E+01,1.10E+01,6.33E+02
Instably,6.00E+00,3.00E+00,1.30E+01,1.80E+01,9.00E+00,2.05E+02
Crossover Gear: From Death To Life,2.00E+00,0.00E+00,0.00E+00,2.10E+01,1.10E+01,1.09E+03
ATTICUS - The modern messenger bag for the digital nomad,7.00E+00,4.00E+00,1.24E+02,2.20E+01,1.20E+01,6.11E+02
Cuba Polaroid Project,1.00E+01,4.00E+00,3.80E+01,1.40E+01,9.00E+00,1.20E+03
Not For You: Family Narratives of Denial & Comfort Foods,4.00E+00,2.00E+00,4.70E+01,1.80E+01,6.00E+00,2.37E+03
Key Wrangler,1.10E+01,3.00E+00,1.40E+01,2.30E+01,1.30E+01,5.07E+02
Titanium,3.00E+00,0.00E+00,0.00E+00,2.20E+01,1.10E+01,2.18E+03
Soup is Kindness - In Da Bag!,2.00E+00,1.00E+00,2.80E+01,2.00E+00,1.00E+00,3.20E+01
Dan Bankhurst Nashville EP Recording 2017,7.00E+00,1.00E+00,2.00E+00,2.10E+01,1.00E+01,2.26E+02
You're Enough - Working Title,7.00E+00,2.00E+00,6.00E+00,2.10E+01,6.00E+00,8.40E+01
Balancing Act: Dan Wilson's Second Album Live at BLU Jazz+,6.00E+00,2.00E+00,3.00E+00,2.60E+01,1.30E+01,6.38E+02
El Bovine Muerte Issue #1 Print Comic- 1 Week Only,1.20E+01,3.00E+00,7.60E+01,2.30E+01,9.00E+00,1.37E+02
Portraits: An Artbook of Inspirational Progressives,1.10E+01,5.00E+00,3.90E+01,2.60E+01,1.20E+01,2.68E+03
ELLA - a new American coming of age story in the Midwest,7.00E+00,1.00E+00,2.00E+00,1.80E+01,8.00E+00,6.04E+02
DeAndre Brackensick EP,1.20E+01,3.00E+00,5.30E+01,2.20E+01,1.10E+01,2.38E+02
New EP Music Madness: Almost Finished!,4.00E+00,0.00E+00,0.00E+00,2.80E+01,1.20E+01,5.76E+02
I Love You To The Moon And Back,7.00E+00,3.00E+00,3.00E+01,2.40E+01,1.20E+01,4.56E+02
ArCANIS - A Modern Animal Tarot Deck,9.00E+00,3.00E+00,4.60E+01,1.00E+01,1.00E+00,1.20E+01
Silhouette studio,7.00E+00,4.00E+00,4.10E+01,2.40E+01,1.60E+01,2.26E+03
1-Hit Wonder: Will Work for WIFI T-Shirt & Sticker,3.00E+00,1.00E+00,1.50E+01,3.00E+01,3.00E+00,8.20E+01
Wonder 3 Revisited and Even More of Osamu Tezuka's Works,1.20E+01,5.00E+00,4.50E+01,1.70E+01,9.00E+00,8.09E+02
Safest Community in the World,1.20E+01,5.00E+00,5.20E+01,2.70E+01,1.20E+01,6.38E+02
Genius Cubes,6.00E+00,3.00E+00,1.81E+02,2.50E+01,1.50E+01,1.39E+03
Destination: Dev - Travel & Learn to Code,3.00E+00,2.00E+00,9.00E+00,1.40E+01,6.00E+00,6.50E+01
Doc Robinson's Making A Full-Length Album!,8.00E+00,3.00E+00,5.80E+01,2.20E+01,1.10E+01,2.77E+02
Memento Mori - Art Print,9.00E+00,5.00E+00,7.00E+01,1.80E+01,1.10E+01,1.18E+03
D.o.P.E.45 Saving the world one POTUS tweet at a time,5.00E+00,3.00E+00,9.00E+00,1.80E+01,9.00E+00,2.11E+02
PURE - the feature length movie,1.50E+01,3.00E+00,2.24E+02,2.70E+01,8.00E+00,4.93E+02
canceled,6.00E+00,4.00E+00,4.90E+01,2.40E+01,1.20E+01,4.40E+02
New Movie THE SKY HAS FALLEN Horror Film with No CGI,2.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00
"Dragonspit Publishing. Dark, edgy, comics.",1.20E+01,5.00E+00,1.97E+02,2.40E+01,1.30E+01,1.57E+03
ED vs IT: SOS,6.00E+00,3.00E+00,3.40E+01,2.50E+01,1.40E+01,6.09E+02
Car Ride Adventures in Oregon-Childrens Book,5.00E+00,0.00E+00,0.00E+00,2.30E+01,1.50E+01,5.40E+02
The Grimm Forest,8.00E+00,4.00E+00,8.60E+01,2.80E+01,1.30E+01,1.57E+03
Animal Annihilation - a card game of domination,4.00E+00,2.00E+00,2.00E+00,2.40E+01,1.40E+01,2.20E+03
Dylan Raymond  Debut EP,8.00E+00,5.00E+00,3.82E+02,2.00E+01,1.70E+01,3.48E+03
Dice Towers - Dinosaurs Exclusive Edition,5.00E+00,2.00E+00,4.00E+00,2.10E+01,8.00E+00,1.06E+03
Safe Zone!,6.00E+00,3.00E+00,1.23E+02,1.30E+01,8.00E+00,2.23E+03
Premium Bicycle Playing Cards Deck,3.00E+00,2.00E+00,3.00E+00,1.40E+01,8.00E+00,7.90E+02
Essays on Product Management,6.00E+00,5.00E+00,1.84E+02,1.50E+01,1.10E+01,4.49E+02
"Pip System Corebook, Family-Style RPGs from Third Eye Games",5.00E+00,2.00E+00,2.00E+00,2.10E+01,1.10E+01,5.25E+02
Elsewhere Goes to Print,1.10E+01,7.00E+00,1.56E+02,2.30E+01,1.30E+01,7.18E+02
FRESH ROMANCE brings you VOLUME 2 & VERONA,5.00E+00,2.00E+00,1.20E+01,1.10E+01,6.00E+00,1.01E+02
The Boy Who Loved Pin-Ups,9.00E+00,4.00E+00,4.20E+01,2.00E+01,1.40E+01,3.75E+02
Epicurse Epic Orchestral Music Score Composer,7.00E+00,1.00E+00,1.00E+00,2.30E+01,1.10E+01,1.72E+03
Episicava - A Visual Novel Action/Adventure Epic,7.00E+00,4.00E+00,5.40E+01,1.70E+01,8.00E+00,2.42E+02
Art Show Funding,8.00E+00,6.00E+00,1.24E+02,2.00E+01,1.20E+01,9.40E+02
Battleship - a Vietnam era larp on board the USS New Jersey,4.00E+00,1.00E+00,8.00E+00,2.80E+01,1.10E+01,1.98E+02
RumphHaus Monster Dinner Plate,1.20E+01,2.00E+00,6.20E+01,2.50E+01,1.30E+01,7.63E+02
Pay The Bill - The Family Card Game,5.00E+00,3.00E+00,1.90E+01,6.00E+00,4.00E+00,1.99E+02
"Eva All-Foam Snowshoes, the Next Big Step in Snowshoeing",8.00E+00,4.00E+00,3.83E+02,2.30E+01,1.00E+01,9.93E+02
Every Child Deserves.. Stories Honoring Youth in Foster Care,1.10E+01,3.00E+00,2.80E+01,2.30E+01,1.40E+01,2.64E+03
"""Evolution"" - My CD Project",1.00E+01,5.00E+00,1.80E+01,2.50E+01,1.50E+01,2.99E+02
Your fashion stylist in your pocket.,5.00E+00,2.00E+00,5.40E+01,2.80E+01,8.00E+00,1.96E+02
NEW Amy Andrews Album,7.00E+00,4.00E+00,4.98E+02,2.30E+01,1.20E+01,2.62E+03
Red Scare Redux - A Competitive Card Game,5.00E+00,1.00E+00,4.70E+01,1.10E+01,6.00E+00,3.41E+02
The official fridge magnet of the revolution,8.00E+00,4.00E+00,3.79E+02,2.20E+01,1.40E+01,2.26E+03
First Responder Industries Website,8.00E+00,4.00E+00,2.20E+01,2.00E+01,1.10E+01,5.70E+02
"Flagship Romance - ""Tales from the Self-Help Section""",5.00E+00,2.00E+00,1.00E+02,2.10E+01,1.00E+01,7.02E+02
EMYS: The lovable language instruction robot for kids.,9.00E+00,5.00E+00,9.60E+01,2.90E+01,1.20E+01,1.90E+03
CAMEO360 - The World's Smallest Dual Lens 360 4K Camera,9.00E+00,3.00E+00,2.60E+01,1.50E+01,7.00E+00,2.81E+02
FlightX Pilot Experience,1.10E+01,5.00E+00,2.59E+02,2.60E+01,1.40E+01,1.97E+03
Flowsaber - Next-Generation Stunt Saber,4.00E+00,2.00E+00,2.40E+01,1.40E+01,5.00E+00,1.13E+02
STORY: The Levitating Timepiece,6.00E+00,3.00E+00,4.00E+01,2.10E+01,1.00E+01,8.64E+02
FOCUSPIN - Worlds First Carbon Fiber Fidget Spinner Desk Toy,5.00E+00,3.00E+00,4.50E+01,2.00E+01,1.20E+01,2.39E+03
"The First Photo Book App with Stickers, Video & Messages!",1.00E+01,6.00E+00,1.34E+02,2.30E+01,1.10E+01,6.82E+02
"Foster st. Jersey shore, comedy, bodybuilding, gym life.",1.10E+01,5.00E+00,3.33E+02,2.10E+01,1.00E+01,6.04E+02
"Foxshot - Small Camera, Water-resistant Polychrome 1080P HD",9.00E+00,4.00E+00,5.50E+01,2.40E+01,1.30E+01,5.09E+02
Please help me share my message of healing and happiness.,9.00E+00,5.00E+00,8.40E+01,2.20E+01,1.30E+01,1.88E+03
A Grand Entrance for Visual Novel Grisaia: Phantom Trigger,1.10E+01,5.00E+00,1.80E+01,2.60E+01,8.00E+00,2.36E+02
Furball Rampage The Card Game,1.00E+01,5.00E+00,4.00E+01,2.30E+01,1.20E+01,1.59E+03
Propr Handle - a universal tablet holder and prop stand,6.00E+00,3.00E+00,3.75E+02,1.20E+01,7.00E+00,1.10E+03
Gaia's Gifts: Essential Oil Wisdom Cards,1.00E+01,5.00E+00,5.00E+01,2.40E+01,1.40E+01,2.99E+03
Farlight,8.00E+00,2.00E+00,6.00E+01,2.30E+01,1.30E+01,6.27E+02
Grimslingers: The Northern Territory,2.00E+00,0.00E+00,0.00E+00,2.40E+01,9.00E+00,9.56E+02
Crash: Living Life at the Point of Impact,5.00E+00,1.00E+00,1.00E+00,2.60E+01,1.30E+01,1.93E+03
Hidden Gems - Soul ( book 1 of 10 ),9.00E+00,5.00E+00,6.40E+01,2.60E+01,1.40E+01,2.73E+03
Cytosis: A Cell Biology Board Game,8.00E+00,3.00E+00,8.70E+01,2.30E+01,1.50E+01,1.32E+03
The Book Dragon: an exclusive limited edition print,7.00E+00,3.00E+00,3.45E+02,2.30E+01,1.10E+01,1.08E+03
Riley Loves Robotics: A STEM-Focused Girl Power Book,9.00E+00,6.00E+00,1.69E+02,2.10E+01,1.30E+01,1.31E+03
Beyond Bedtime,1.00E+01,6.00E+00,1.23E+02,2.50E+01,1.50E+01,1.91E+03
Gold Claw Gold Pan - New Colors Prospecting Made Easy & Fun,3.00E+00,1.00E+00,4.00E+00,2.30E+01,1.00E+01,8.22E+02
Cold Warning - A Call of Cthulhu 7th Edition Adventure,1.20E+01,5.00E+00,6.90E+01,1.30E+01,6.00E+00,1.97E+02
Make/100 US quarter coin rings,1.00E+01,5.00E+00,1.40E+02,2.40E+01,1.00E+01,1.56E+02
Wu Wei: Journey of the Changing Path,7.00E+00,4.00E+00,4.80E+01,2.60E+01,1.20E+01,6.13E+02
Green Banana Paper Wallets,8.00E+00,3.00E+00,1.40E+01,2.50E+01,1.40E+01,1.32E+03
Sorghum & Spear - Book One,5.00E+00,3.00E+00,2.70E+01,1.70E+01,1.00E+01,4.38E+02
Green Launch,6.00E+00,1.00E+00,7.60E+01,2.20E+01,1.30E+01,5.32E+02
"Finishing ""6 Dynamic Laws for Success"" A Noir Comedy",3.00E+00,2.00E+00,1.00E+01,2.40E+01,1.00E+01,9.10E+01
We Rise and Worship: New Reformation Hymns,1.00E+01,6.00E+00,1.80E+01,2.40E+01,1.20E+01,3.83E+02
Gears & Bones Vol. 2,8.00E+00,3.00E+00,1.00E+01,2.10E+01,6.00E+00,7.90E+01
Intergalactic Travel Bureau: Space Vacations For All VR,6.00E+00,2.00E+00,1.20E+01,1.90E+01,7.00E+00,9.60E+01
Evil Inc After Dark NSFW comics with smutty superheroes,9.00E+00,2.00E+00,6.10E+01,2.40E+01,1.40E+01,3.75E+03
World 1st wearable body gym you can exercise any where,1.00E+01,5.00E+00,1.56E+02,2.00E+01,1.00E+01,2.85E+02
Heady Root Beer,1.10E+01,5.00E+00,2.05E+02,2.50E+01,1.20E+01,2.79E+02
"Blood Stripe, A Spouse's Story",4.00E+00,2.00E+00,1.70E+01,2.10E+01,1.60E+01,1.26E+03
HEAVENS HEELS - NAKED SHAME on vinyl,7.00E+00,2.00E+00,4.60E+01,2.40E+01,1.20E+01,5.55E+02
The 2nd Annual Heroes and Villains Con FREE ADMISSION,7.00E+00,3.00E+00,8.00E+00,2.60E+01,1.40E+01,6.58E+02
Heroes Cove 2 Week Flash Campaign,1.00E+01,2.00E+00,4.20E+01,2.60E+01,1.00E+01,2.56E+02
Chibify: Customized Anime Collectibles,7.00E+00,5.00E+00,3.90E+01,1.70E+01,1.00E+01,1.56E+03
HEXplore It: The Valley of the Dead King,5.00E+00,2.00E+00,9.00E+00,1.50E+01,1.10E+01,1.57E+03
"Mountain Apparel by 11-Time Everest Summiter, Tendi Sherpa",9.00E+00,3.00E+00,3.00E+01,2.40E+01,1.60E+01,2.64E+03
Mutant Crops - Quick Worker Placement Tabletop Game,1.00E+01,3.00E+00,4.90E+01,2.30E+01,8.00E+00,2.23E+02
Honey Coast: A Hot Shirt That Slays Hunger!,8.00E+00,6.00E+00,3.13E+02,2.20E+01,1.20E+01,4.52E+02
Bad Words - An 18+ Card Game of Word Guessing Awesomeness,9.00E+00,4.00E+00,8.80E+01,1.60E+01,7.00E+00,3.31E+02
How to Provide FOOD for Your Family,1.10E+01,4.00E+00,3.79E+02,2.80E+01,1.30E+01,3.45E+03
Dream State Radicals  A Gritty Sci-fi Thriller,8.00E+00,3.00E+00,2.55E+02,2.50E+01,1.00E+01,1.43E+03
Wireless USB 2.0 Video Extension System - The USB2Air,9.00E+00,3.00E+00,1.30E+01,2.40E+01,1.20E+01,1.12E+02
Wreck Age: Post-Collapse Vehicle kits,1.00E+01,4.00E+00,9.30E+01,2.00E+01,1.00E+01,1.10E+03
AND!XOR DEFCON 25 Indie Badge,7.00E+00,4.00E+00,1.10E+01,2.10E+01,1.20E+01,1.02E+02
Iconiq Qore - The Stackable Insulated Food Container,7.00E+00,1.00E+00,6.00E+00,2.00E+01,1.00E+01,3.70E+02
